6;2.png;2.png;[True]
6;2.png;4.png;[True]
6;2.png;8.png;Problema na imagem comparada.
6;2.png;9.png;[True]
6;2.png;3.png;[True]
6;2.png;1.png;[True]
6;2.png;10.png;[True]
6;2.png;7.png;[True]
6;2.png;6.png;[True]
6;2.png;5.png;[True]
6;2.png;11.png;[True]
6;4.png;2.png;[True]
6;4.png;4.png;[True]
6;4.png;8.png;Problema na imagem comparada.
6;4.png;9.png;[True]
6;4.png;3.png;[True]
6;4.png;1.png;[True]
6;4.png;10.png;[True]
6;4.png;7.png;[True]
6;4.png;6.png;[True]
6;4.png;5.png;[True]
6;4.png;11.png;[True]
6;8.png;2.png;Problema na imagem de origem.
6;8.png;4.png;Problema na imagem de origem.
6;8.png;8.png;Problema nas duas imagens
6;8.png;9.png;Problema na imagem de origem.
6;8.png;3.png;Problema na imagem de origem.
6;8.png;1.png;Problema na imagem de origem.
6;8.png;10.png;Problema na imagem de origem.
6;8.png;7.png;Problema na imagem de origem.
6;8.png;6.png;Problema na imagem de origem.
6;8.png;5.png;Problema na imagem de origem.
6;8.png;11.png;Problema na imagem de origem.
6;9.png;2.png;[True]
6;9.png;4.png;[True]
6;9.png;8.png;Problema na imagem comparada.
6;9.png;9.png;[True]
6;9.png;3.png;[True]
6;9.png;1.png;[True]
6;9.png;10.png;[True]
6;9.png;7.png;[True]
6;9.png;6.png;[True]
6;9.png;5.png;[True]
6;9.png;11.png;[True]
6;3.png;2.png;[True]
6;3.png;4.png;[True]
6;3.png;8.png;Problema na imagem comparada.
6;3.png;9.png;[True]
6;3.png;3.png;[True]
6;3.png;1.png;[True]
6;3.png;10.png;[True]
6;3.png;7.png;[True]
6;3.png;6.png;[True]
6;3.png;5.png;[True]
6;3.png;11.png;[True]
6;1.png;2.png;[True]
6;1.png;4.png;[True]
6;1.png;8.png;Problema na imagem comparada.
6;1.png;9.png;[True]
6;1.png;3.png;[True]
6;1.png;1.png;[True]
6;1.png;10.png;[True]
6;1.png;7.png;[True]
6;1.png;6.png;[True]
6;1.png;5.png;[True]
6;1.png;11.png;[True]
6;10.png;2.png;[True]
6;10.png;4.png;[True]
6;10.png;8.png;Problema na imagem comparada.
6;10.png;9.png;[True]
6;10.png;3.png;[True]
6;10.png;1.png;[True]
6;10.png;10.png;[True]
6;10.png;7.png;[True]
6;10.png;6.png;[True]
6;10.png;5.png;[True]
6;10.png;11.png;[True]
6;7.png;2.png;[True]
6;7.png;4.png;[True]
6;7.png;8.png;Problema na imagem comparada.
6;7.png;9.png;[True]
6;7.png;3.png;[True]
6;7.png;1.png;[True]
6;7.png;10.png;[True]
6;7.png;7.png;[True]
6;7.png;6.png;[True]
6;7.png;5.png;[True]
6;7.png;11.png;[True]
6;6.png;2.png;[True]
6;6.png;4.png;[True]
6;6.png;8.png;Problema na imagem comparada.
6;6.png;9.png;[True]
6;6.png;3.png;[True]
6;6.png;1.png;[True]
6;6.png;10.png;[True]
6;6.png;7.png;[True]
6;6.png;6.png;[True]
6;6.png;5.png;[True]
6;6.png;11.png;[True]
6;5.png;2.png;[True]
6;5.png;4.png;[True]
6;5.png;8.png;Problema na imagem comparada.
6;5.png;9.png;[True]
6;5.png;3.png;[True]
6;5.png;1.png;[True]
6;5.png;10.png;[True]
6;5.png;7.png;[True]
6;5.png;6.png;[True]
6;5.png;5.png;[True]
6;5.png;11.png;[True]
6;11.png;2.png;[True]
6;11.png;4.png;[True]
6;11.png;8.png;Problema na imagem comparada.
6;11.png;9.png;[True]
6;11.png;3.png;[True]
6;11.png;1.png;[True]
6;11.png;10.png;[True]
6;11.png;7.png;[True]
6;11.png;6.png;[True]
6;11.png;5.png;[True]
6;11.png;11.png;[True]
30;2.png;2.png;[True]
30;2.png;4.png;[True]
30;2.png;8.png;[True]
30;2.png;9.png;Problema na imagem comparada.
30;2.png;3.png;[True]
30;2.png;1.png;[True]
30;2.png;10.png;[True]
30;2.png;7.png;[True]
30;2.png;6.png;[True]
30;2.png;5.png;[True]
30;4.png;2.png;[True]
30;4.png;4.png;[True]
30;4.png;8.png;[True]
30;4.png;9.png;Problema na imagem comparada.
30;4.png;3.png;[True]
30;4.png;1.png;[True]
30;4.png;10.png;[True]
30;4.png;7.png;[True]
30;4.png;6.png;[True]
30;4.png;5.png;[True]
30;8.png;2.png;[True]
30;8.png;4.png;[True]
30;8.png;8.png;[True]
30;8.png;9.png;Problema na imagem comparada.
30;8.png;3.png;[True]
30;8.png;1.png;[True]
30;8.png;10.png;[True]
30;8.png;7.png;[True]
30;8.png;6.png;[True]
30;8.png;5.png;[True]
30;9.png;2.png;Problema na imagem de origem.
30;9.png;4.png;Problema na imagem de origem.
30;9.png;8.png;Problema na imagem de origem.
30;9.png;9.png;Problema nas duas imagens
30;9.png;3.png;Problema na imagem de origem.
30;9.png;1.png;Problema na imagem de origem.
30;9.png;10.png;Problema na imagem de origem.
30;9.png;7.png;Problema na imagem de origem.
30;9.png;6.png;Problema na imagem de origem.
30;9.png;5.png;Problema na imagem de origem.
30;3.png;2.png;[True]
30;3.png;4.png;[True]
